Date,Temperature_Min,Temperature_Max,Temperature_Avg,Humidity,Rainfall,Season
2024-06-02,25.0,29.9,27.4,94.8,0.0,Monsoon
2024-06-03,26.3,30.7,28.5,86.4,118.9,Monsoon
2024-06-04,24.7,33.1,28.9,71.7,4.3,Monsoon
2024-06-05,25.7,28.2,27.0,70.2,0.0,Monsoon
2024-06-06,27.0,33.0,30.0,84.2,0.0,Monsoon
2024-06-07,22.0,33.0,27.5,79.1,71.6,Monsoon
2024-06-08,27.2,33.6,30.4,76.6,2.5,Monsoon
2024-06-09,22.8,28.3,25.5,75.7,86.0,Monsoon
2024-06-10,25.7,34.1,29.9,90.8,29.7,Monsoon
2024-06-11,23.2,31.1,27.2,71.3,21.6,Monsoon
2024-06-12,26.9,32.2,29.6,84.8,0.0,Monsoon
2024-06-13,26.8,31.9,29.4,84.0,131.8,Monsoon
2024-06-14,24.4,29.3,26.8,85.3,64.5,Monsoon
2024-06-15,23.2,28.3,25.7,82.4,0.0,Monsoon
2024-06-16,22.1,32.0,27.1,94.7,0.0,Monsoon
2024-06-17,24.6,34.1,29.4,81.9,94.0,Monsoon
2024-06-18,27.7,29.8,28.8,71.9,34.5,Monsoon
2024-06-19,25.1,29.0,27.1,87.6,0.0,Monsoon
2024-06-20,25.3,30.2,27.7,94.2,77.8,Monsoon
2024-06-21,24.7,32.6,28.6,77.5,63.4,Monsoon
2024-06-22,23.1,32.9,28.0,76.4,7.1,Monsoon
2024-06-23,26.7,29.4,28.0,71.4,0.0,Monsoon
2024-06-24,24.4,31.8,28.1,94.7,56.3,Monsoon
2024-06-25,25.6,28.0,26.8,75.8,10.8,Monsoon
2024-06-26,25.9,31.4,28.7,78.5,55.2,Monsoon
2024-06-27,24.6,33.4,29.0,93.3,109.8,Monsoon
2024-06-28,25.7,30.4,28.1,79.4,141.0,Monsoon
2024-06-29,25.3,31.7,28.5,89.2,96.1,Monsoon
2024-06-30,26.5,32.3,29.4,80.8,30.1,Monsoon
2024-07-01,22.9,29.5,26.2,89.0,81.2,Monsoon
2024-07-02,24.8,32.8,28.8,75.6,110.4,Monsoon
2024-07-03,25.8,34.1,29.9,73.2,0.0,Monsoon
2024-07-04,25.2,28.6,26.9,79.4,0.0,Monsoon
2024-07-05,26.8,29.1,28.0,74.9,0.0,Monsoon
2024-07-06,26.3,32.0,29.2,92.4,12.4,Monsoon
2024-07-07,22.1,34.4,28.3,88.2,143.9,Monsoon
2024-07-08,24.2,34.9,29.5,81.8,52.7,Monsoon
2024-07-09,26.7,28.0,27.4,77.6,53.2,Monsoon
2024-07-10,27.2,29.0,28.1,94.2,37.4,Monsoon
2024-07-11,26.7,31.1,28.9,88.4,2.3,Monsoon
2024-07-12,22.8,33.2,28.0,85.1,2.7,Monsoon
2024-07-13,26.4,28.4,27.4,81.6,24.7,Monsoon
2024-07-14,27.2,31.5,29.3,89.9,3.4,Monsoon
2024-07-15,27.3,33.3,30.3,93.1,0.0,Monsoon
2024-07-16,22.7,33.9,28.3,70.3,145.6,Monsoon
2024-07-17,23.2,29.9,26.5,80.9,68.1,Monsoon
2024-07-18,26.0,34.5,30.3,87.5,14.5,Monsoon
2024-07-19,22.5,34.9,28.7,70.2,101.3,Monsoon
2024-07-20,22.1,28.2,25.1,76.3,0.0,Monsoon
2024-07-21,24.6,32.4,28.5,74.1,87.1,Monsoon
2024-07-22,25.5,30.7,28.1,78.2,144.5,Monsoon
2024-07-23,24.0,33.2,28.6,80.0,29.6,Monsoon
2024-07-24,22.8,33.7,28.3,79.2,93.3,Monsoon
2024-07-25,27.0,33.7,30.4,86.3,47.7,Monsoon
2024-07-26,27.3,34.0,30.6,84.4,0.0,Monsoon
2024-07-27,27.6,34.4,31.0,93.7,0.0,Monsoon
2024-07-28,27.0,30.6,28.8,84.3,0.0,Monsoon
2024-07-29,23.3,30.7,27.0,76.5,61.6,Monsoon
2024-07-30,26.6,31.1,28.8,77.4,2.8,Monsoon
2024-07-31,25.6,31.4,28.5,90.2,0.0,Monsoon
2024-08-01,27.8,30.2,29.0,90.8,0.0,Monsoon
2024-08-02,26.1,34.0,30.1,85.7,58.3,Monsoon
2024-08-03,26.7,30.8,28.7,81.9,57.6,Monsoon
2024-08-04,23.4,30.9,27.1,86.2,46.0,Monsoon
2024-08-05,22.3,31.4,26.8,75.9,76.1,Monsoon
2024-08-06,22.7,33.8,28.2,82.0,0.0,Monsoon
2024-08-07,22.8,34.6,28.7,70.2,61.7,Monsoon
2024-08-08,22.5,29.0,25.8,86.5,34.9,Monsoon
2024-08-09,25.2,30.9,28.1,85.7,0.0,Monsoon
2024-08-10,22.5,31.7,27.1,92.9,0.0,Monsoon
2024-08-11,27.8,33.3,30.6,78.3,51.2,Monsoon
2024-08-12,23.5,29.8,26.7,85.0,0.0,Monsoon
2024-08-13,24.0,33.7,28.8,86.8,100.4,Monsoon
2024-08-14,24.6,33.6,29.1,70.5,0.0,Monsoon
2024-08-15,25.7,32.8,29.3,86.4,66.2,Monsoon
2024-08-16,22.2,30.0,26.1,90.0,73.2,Monsoon
2024-08-17,25.1,30.7,27.9,83.3,145.3,Monsoon
2024-08-18,26.6,30.9,28.7,83.7,0.0,Monsoon
2024-08-19,27.1,29.8,28.4,88.1,132.8,Monsoon
2024-08-20,22.2,34.0,28.1,83.1,128.8,Monsoon
2024-08-21,23.7,32.7,28.2,84.0,113.2,Monsoon
2024-08-22,23.3,28.8,26.0,86.3,67.1,Monsoon
2024-08-23,27.2,31.3,29.2,76.2,71.9,Monsoon
2024-08-24,27.0,31.8,29.4,80.1,0.0,Monsoon
2024-08-25,24.1,29.8,26.9,70.8,0.0,Monsoon
2024-08-26,23.4,33.5,28.5,92.0,3.2,Monsoon
2024-08-27,24.1,34.8,29.5,70.5,0.0,Monsoon
2024-08-28,23.8,28.2,26.0,85.5,0.0,Monsoon
2024-08-29,22.9,34.6,28.7,72.8,0.0,Monsoon
2024-08-30,24.0,33.6,28.8,85.7,74.9,Monsoon
2024-08-31,22.4,29.1,25.8,75.0,51.9,Monsoon
2024-09-01,27.3,28.3,27.8,91.8,20.9,Monsoon
2024-09-02,25.0,28.6,26.8,73.2,29.7,Monsoon
2024-09-03,26.4,28.3,27.3,90.2,144.2,Monsoon
2024-09-04,24.2,30.1,27.2,93.4,106.0,Monsoon
2024-09-05,22.9,29.1,26.0,84.1,0.0,Monsoon
2024-09-06,23.7,30.4,27.0,93.8,10.6,Monsoon
2024-09-07,22.1,32.6,27.3,93.9,148.9,Monsoon
2024-09-08,22.1,34.3,28.2,81.5,0.0,Monsoon
2024-09-09,26.7,31.9,29.3,82.8,92.6,Monsoon
2024-09-10,27.2,32.7,30.0,83.1,11.1,Monsoon
2024-09-11,22.9,28.1,25.5,87.4,117.2,Monsoon
2024-09-12,23.1,28.8,26.0,71.0,99.4,Monsoon
2024-09-13,27.0,33.9,30.5,91.5,108.4,Monsoon
2024-09-14,25.0,29.8,27.4,77.6,0.0,Monsoon
2024-09-15,23.1,34.6,28.9,81.9,0.0,Monsoon
2024-09-16,25.9,31.0,28.4,83.6,83.6,Monsoon
2024-09-17,27.6,31.1,29.4,80.3,125.5,Monsoon
2024-09-18,27.3,31.2,29.2,85.3,110.0,Monsoon
2024-09-19,26.2,33.9,30.1,76.9,0.0,Monsoon
2024-09-20,23.7,32.4,28.0,90.1,0.0,Monsoon
2024-09-21,23.7,29.4,26.5,72.0,0.0,Monsoon
2024-09-22,27.3,34.1,30.7,90.0,21.5,Monsoon
2024-09-23,22.0,31.7,26.9,87.6,0.0,Monsoon
2024-09-24,23.1,34.9,29.0,92.0,0.0,Monsoon
2024-09-25,23.6,30.1,26.9,72.2,115.4,Monsoon
2024-09-26,27.7,31.3,29.5,70.7,0.0,Monsoon
2024-09-27,25.1,28.6,26.8,82.2,0.0,Monsoon
2024-09-28,23.4,28.6,26.0,87.3,0.0,Monsoon
2024-09-29,27.0,30.7,28.9,90.7,75.6,Monsoon
2024-09-30,24.5,31.6,28.1,91.3,46.3,Monsoon
2024-10-01,21.3,32.0,26.7,55.1,0.0,Spring
2024-10-02,21.9,32.1,27.0,56.1,0.0,Spring
2024-10-03,23.8,30.5,27.2,74.0,0.0,Spring
2024-10-04,21.6,30.3,25.9,59.2,0.0,Spring
2024-10-05,22.5,28.6,25.6,66.1,0.0,Spring
2024-10-06,20.0,32.6,26.3,59.1,0.8,Spring
2024-10-07,21.3,32.6,27.0,56.7,0.0,Spring
2024-10-08,20.0,30.1,25.1,56.2,0.0,Spring
2024-10-09,24.6,30.9,27.7,65.6,0.0,Spring
2024-10-10,23.8,31.0,27.4,56.3,0.0,Spring
2024-10-11,20.7,29.0,24.8,65.6,0.0,Spring
2024-10-12,18.8,34.6,26.7,68.9,0.0,Spring
2024-10-13,19.4,32.5,26.0,59.5,0.0,Spring
2024-10-14,20.2,29.1,24.7,71.3,0.0,Spring
2024-10-15,21.6,30.4,26.0,73.1,19.0,Spring
2024-10-16,18.8,29.5,24.2,74.6,0.0,Spring
2024-10-17,20.7,34.9,27.8,60.8,13.1,Spring
2024-10-18,22.9,31.2,27.1,60.6,0.0,Spring
2024-10-19,22.9,33.1,28.0,57.1,0.0,Spring
2024-10-20,23.4,30.4,26.9,59.9,0.0,Spring
2024-10-21,22.6,30.8,26.7,72.2,10.1,Spring
2024-10-22,19.3,32.5,25.9,69.7,0.0,Spring
2024-10-23,22.1,34.6,28.3,68.8,0.0,Spring
2024-10-24,24.1,29.9,27.0,61.5,0.0,Spring
2024-10-25,22.7,32.5,27.6,63.6,0.0,Spring
2024-10-26,24.8,29.6,27.2,59.1,19.8,Spring
2024-10-27,23.4,32.3,27.8,73.8,0.0,Spring
2024-10-28,23.1,32.5,27.8,62.1,0.0,Spring
2024-10-29,23.3,29.2,26.2,73.6,0.0,Spring
2024-10-30,19.0,33.6,26.3,64.8,0.0,Spring
2024-10-31,22.9,30.8,26.9,65.7,0.0,Spring
2024-11-01,18.4,28.6,23.5,72.2,0.0,Spring
2024-11-02,20.7,32.8,26.7,75.0,0.0,Spring
2024-11-03,21.6,34.5,28.1,64.6,0.0,Spring
2024-11-04,25.0,29.0,27.0,69.3,0.0,Spring
2024-11-05,23.8,31.7,27.7,74.3,0.0,Spring
2024-11-06,18.9,31.6,25.2,74.8,13.5,Spring
2024-11-07,19.8,33.5,26.6,55.4,0.0,Spring
2024-11-08,19.3,29.9,24.6,62.6,0.0,Spring
2024-11-09,22.1,29.1,25.6,58.7,0.0,Spring
2024-11-10,23.4,32.0,27.7,62.4,0.0,Spring
2024-11-11,24.3,31.4,27.8,71.7,0.0,Spring
2024-11-12,19.9,29.1,24.5,70.3,4.6,Spring
2024-11-13,23.7,31.5,27.6,72.8,7.3,Spring
2024-11-14,18.1,30.8,24.4,68.0,4.9,Spring
2024-11-15,18.1,34.8,26.4,56.2,0.0,Spring
2024-11-16,22.3,32.5,27.4,74.4,5.1,Spring
2024-11-17,24.7,31.8,28.2,67.2,0.0,Spring
2024-11-18,19.4,33.2,26.3,74.0,0.0,Spring
2024-11-19,22.5,31.2,26.9,70.1,0.0,Spring
2024-11-20,22.3,34.1,28.2,55.8,0.0,Spring
2024-11-21,22.5,28.4,25.4,70.0,0.0,Spring
2024-11-22,22.5,28.5,25.5,65.2,0.0,Spring
2024-11-23,23.3,29.9,26.6,66.7,0.0,Spring
2024-11-24,24.4,34.2,29.3,62.8,0.0,Spring
2024-11-25,22.7,34.5,28.6,72.0,0.0,Spring
2024-11-26,23.0,30.8,26.9,55.5,11.1,Spring
2024-11-27,19.9,28.7,24.3,71.0,0.0,Spring
2024-11-28,23.6,28.9,26.2,74.4,0.0,Spring
2024-11-29,21.0,33.5,27.2,67.3,0.0,Spring
2024-11-30,22.5,29.1,25.8,62.3,0.0,Spring
2024-12-01,12.5,27.4,20.0,65.1,0.0,Winter
2024-12-02,14.7,27.3,21.0,54.9,0.0,Winter
2024-12-03,11.7,28.2,20.0,64.0,0.0,Winter
2024-12-04,14.4,23.4,18.9,65.7,0.0,Winter
2024-12-05,13.1,26.5,19.8,58.5,0.0,Winter
2024-12-06,16.7,28.3,22.5,51.8,0.0,Winter
2024-12-07,10.5,25.7,18.1,59.3,0.0,Winter
2024-12-08,17.8,22.1,19.9,68.8,0.0,Winter
2024-12-09,10.2,24.0,17.1,51.0,0.0,Winter
2024-12-10,14.7,24.4,19.6,52.8,0.0,Winter
2024-12-11,16.2,25.8,21.0,57.2,0.0,Winter
2024-12-12,13.3,29.0,21.1,57.6,0.0,Winter
2024-12-13,15.4,24.0,19.7,55.8,0.0,Winter
2024-12-14,13.1,25.6,19.4,68.7,0.0,Winter
2024-12-15,10.0,25.3,17.7,64.0,0.0,Winter
2024-12-16,12.1,25.3,18.7,63.1,0.0,Winter
2024-12-17,11.1,24.7,17.9,61.7,0.0,Winter
2024-12-18,14.9,25.9,20.4,65.1,0.0,Winter
2024-12-19,10.4,26.2,18.3,59.3,0.0,Winter
2024-12-20,14.3,24.8,19.6,68.6,0.0,Winter
2024-12-21,17.4,24.1,20.7,63.0,0.0,Winter
2024-12-22,17.1,22.5,19.8,51.1,0.0,Winter
2024-12-23,11.0,29.9,20.5,52.5,0.0,Winter
2024-12-24,16.1,29.9,23.0,63.9,0.0,Winter
2024-12-25,15.5,29.4,22.5,64.3,0.0,Winter
2024-12-26,10.5,29.0,19.7,58.0,0.0,Winter
2024-12-27,17.4,29.8,23.6,60.6,2.9,Winter
2024-12-28,12.5,27.0,19.8,64.9,0.0,Winter
2024-12-29,14.6,22.5,18.5,69.8,0.0,Winter
2024-12-30,16.4,24.4,20.4,62.0,0.0,Winter
2024-12-31,14.7,26.0,20.4,59.6,0.0,Winter
