Date,Medicine_ID,Medicine_Name,Category,Quantity_Sold,Price,Total_Amount,Day_of_Week,Is_Weekend,Month,Season_x,Year,Week_of_Year,Temperature_Min,Temperature_Max,Temperature_Avg,Humidity,Rainfall,Season_y,Sales_Lag_7,Sales_Lag_14,Sales_Lag_30,Rolling_Avg_7,Rolling_Avg_14,Rolling_Avg_30,Growth_Rate_7
2024-02-09,6789,Optive Eye Drop,Ophthalmic,30,376.44,11293.2,Friday,False,2,Winter,2024,6,17.0,25.2,21.1,54.6,0.0,Winter,8.0,13.0,16.0,19.571428571428573,19.0,18.833333333333332,2.4444444444444446
2024-02-11,6789,Optive Eye Drop,Ophthalmic,10,376.44,3764.4,Sunday,True,2,Winter,2024,6,11.8,26.2,19.0,66.3,0.6,Winter,9.0,10.0,1.0,19.714285714285715,19.0,19.133333333333333,0.1
2024-02-17,6789,Optive Eye Drop,Ophthalmic,5,376.44,1882.2,Saturday,True,2,Winter,2024,7,12.2,23.7,18.0,62.3,0.0,Winter,7.0,31.0,29.0,19.428571428571427,17.142857142857142,18.333333333333332,-0.25
2024-02-29,6789,Optive Eye Drop,Ophthalmic,15,376.44,5646.6,Thursday,False,2,Winter,2024,9,11.5,22.8,17.1,65.8,0.0,Winter,26.0,20.0,30.0,17.857142857142858,16.785714285714285,17.833333333333332,-0.4074074074074074
2024-03-12,6789,Optive Eye Drop,Ophthalmic,6,376.44,2258.64,Tuesday,False,3,Summer,2024,11,28.0,38.7,33.4,38.2,0.0,Summer,30.0,16.0,22.0,14.428571428571429,16.071428571428573,17.3,-0.7741935483870968
2024-04-20,6789,Optive Eye Drop,Ophthalmic,7,376.44,2635.08,Saturday,True,4,Summer,2024,16,29.6,41.1,35.4,35.3,0.0,Summer,17.0,22.0,10.0,13.0,15.0,17.2,-0.5555555555555556
2024-05-20,6789,Optive Eye Drop,Ophthalmic,21,376.44,7905.24,Monday,False,5,Summer,2024,21,25.4,41.4,33.4,47.8,0.0,Summer,18.0,22.0,29.0,13.428571428571429,14.928571428571429,16.933333333333334,0.15789473684210525
2024-05-23,6789,Optive Eye Drop,Ophthalmic,19,376.44,7152.36,Thursday,False,5,Summer,2024,21,31.2,41.7,36.5,48.3,0.0,Summer,30.0,8.0,29.0,11.857142857142858,15.714285714285714,16.6,-0.3548387096774194
2024-05-29,6789,Optive Eye Drop,Ophthalmic,8,376.44,3011.52,Wednesday,False,5,Summer,2024,22,27.8,43.4,35.6,46.7,0.0,Summer,10.0,9.0,17.0,11.571428571428571,15.642857142857142,16.3,-0.18181818181818182
2024-06-19,6789,Optive Eye Drop,Ophthalmic,14,376.44,5270.16,Wednesday,False,6,Monsoon,2024,25,25.1,29.0,27.1,87.6,0.0,Monsoon,5.0,7.0,25.0,12.857142857142858,16.142857142857142,15.933333333333334,1.5
2024-06-22,6789,Optive Eye Drop,Ophthalmic,3,376.44,1129.32,Saturday,True,6,Monsoon,2024,25,23.1,32.9,28.0,76.4,7.1,Monsoon,15.0,26.0,17.0,11.142857142857142,14.5,15.466666666666667,-0.75
2024-07-12,6789,Optive Eye Drop,Ophthalmic,10,376.44,3764.4,Friday,False,7,Monsoon,2024,28,22.8,33.2,28.0,85.1,2.7,Monsoon,6.0,30.0,9.0,11.714285714285714,13.071428571428571,15.5,0.5714285714285714
2024-08-16,6789,Optive Eye Drop,Ophthalmic,11,376.44,4140.84,Friday,False,8,Monsoon,2024,33,22.2,30.0,26.1,90.0,73.2,Monsoon,7.0,17.0,11.0,12.285714285714286,12.642857142857142,15.5,0.5
2024-08-28,6789,Optive Eye Drop,Ophthalmic,6,376.44,2258.64,Wednesday,False,8,Monsoon,2024,35,23.8,28.2,26.0,85.5,0.0,Monsoon,21.0,18.0,20.0,10.142857142857142,11.785714285714286,15.033333333333333,-0.6818181818181818
2024-09-28,6789,Optive Eye Drop,Ophthalmic,10,376.44,3764.4,Saturday,True,9,Monsoon,2024,39,23.4,28.6,26.0,87.3,0.0,Monsoon,19.0,30.0,26.0,8.857142857142858,10.357142857142858,14.5,-0.45
2024-10-07,6789,Optive Eye Drop,Ophthalmic,20,376.44,7528.8,Monday,False,10,Spring,2024,41,21.3,32.6,27.0,56.7,0.0,Spring,8.0,10.0,11.0,10.571428571428571,11.071428571428571,14.8,1.3333333333333333
2024-10-14,6789,Optive Eye Drop,Ophthalmic,11,376.44,4140.84,Monday,False,10,Spring,2024,42,20.2,29.1,24.7,71.3,0.0,Spring,14.0,5.0,13.0,10.142857142857142,11.5,14.733333333333333,-0.2
2024-10-19,6789,Optive Eye Drop,Ophthalmic,13,376.44,4893.72,Saturday,True,10,Spring,2024,42,22.9,33.1,28.0,57.1,0.0,Spring,3.0,15.0,10.0,11.571428571428571,11.357142857142858,14.833333333333334,2.5
2024-11-05,6789,Optive Eye Drop,Ophthalmic,29,376.44,10916.76,Tuesday,False,11,Spring,2024,45,23.8,31.7,27.7,74.3,0.0,Spring,10.0,6.0,31.0,14.285714285714286,13.0,14.766666666666667,1.7272727272727273
2024-11-06,6789,Optive Eye Drop,Ophthalmic,25,376.44,9411.0,Wednesday,False,11,Spring,2024,45,18.9,31.6,25.2,74.8,13.5,Spring,11.0,7.0,20.0,16.285714285714285,14.285714285714286,14.933333333333334,1.1666666666666667
2024-11-14,6789,Optive Eye Drop,Ophthalmic,6,376.44,2258.64,Thursday,False,11,Spring,2024,46,18.1,30.8,24.4,68.0,4.9,Spring,6.0,21.0,16.0,16.285714285714285,13.214285714285714,14.6,0.0
2024-11-17,6789,Optive Eye Drop,Ophthalmic,16,376.44,6023.04,Sunday,True,11,Spring,2024,46,24.7,31.8,28.2,67.2,0.0,Spring,10.0,19.0,22.0,17.142857142857142,13.0,14.4,0.5454545454545454
2024-12-17,6789,Optive Eye Drop,Ophthalmic,23,376.44,8658.12,Tuesday,False,12,Winter,2024,51,11.1,24.7,17.9,61.7,0.0,Winter,20.0,8.0,22.0,17.571428571428573,14.071428571428571,14.433333333333334,0.14285714285714285
2024-12-24,6789,Optive Eye Drop,Ophthalmic,18,376.44,6775.92,Tuesday,False,12,Winter,2024,52,16.1,29.9,23.0,63.9,0.0,Winter,11.0,14.0,8.0,18.571428571428573,14.357142857142858,14.766666666666667,0.5833333333333334
2024-12-27,6789,Optive Eye Drop,Ophthalmic,30,376.44,11293.2,Friday,False,12,Winter,2024,52,17.4,29.8,23.6,60.6,2.9,Winter,13.0,3.0,9.0,21.0,16.285714285714285,15.466666666666667,1.2142857142857142
2023-09-04,6804,Orasep Gel,Gastrointestinal,33,352.28,11625.24,Monday,False,9,Monsoon,2023,36,24.6,29.2,26.9,75.6,0.0,Monsoon,14.0,25.0,2.0,28.571428571428573,22.285714285714285,23.433333333333334,1.2666666666666666
2023-09-12,6804,Orasep Gel,Gastrointestinal,23,352.28,8102.44,Tuesday,False,9,Monsoon,2023,37,26.6,28.7,27.6,88.2,0.0,Monsoon,32.0,13.0,15.0,27.285714285714285,23.0,23.7,-0.2727272727272727
2023-09-15,6804,Orasep Gel,Gastrointestinal,37,352.28,13034.36,Friday,False,9,Monsoon,2023,37,27.0,33.2,30.1,78.4,139.2,Monsoon,20.0,9.0,36.0,29.714285714285715,25.0,23.733333333333334,0.8095238095238095
2023-09-30,6804,Orasep Gel,Gastrointestinal,11,352.28,3875.08,Saturday,True,9,Monsoon,2023,39,25.1,30.1,27.6,77.3,23.2,Monsoon,37.0,16.0,13.0,26.0,24.642857142857142,23.666666666666668,-0.6842105263157895
2023-10-04,6804,Orasep Gel,Gastrointestinal,24,352.28,8454.72,Wednesday,False,10,Spring,2023,40,21.3,30.2,25.7,56.9,0.0,Spring,38.0,3.0,27.0,24.0,26.142857142857142,23.566666666666666,-0.358974358974359
2023-10-08,6804,Orasep Gel,Gastrointestinal,11,352.28,3875.08,Sunday,True,10,Spring,2023,40,21.4,31.4,26.4,55.7,0.0,Spring,5.0,17.0,27.0,24.857142857142858,25.714285714285715,23.033333333333335,1.0
2023-10-27,6804,Orasep Gel,Gastrointestinal,19,352.28,6693.32,Friday,False,10,Spring,2023,43,22.1,31.5,26.8,64.1,2.8,Spring,35.0,40.0,14.0,22.571428571428573,24.214285714285715,23.2,-0.4444444444444444
2023-11-09,6804,Orasep Gel,Gastrointestinal,29,352.28,10216.12,Thursday,False,11,Spring,2023,45,18.6,34.3,26.4,55.5,0.0,Spring,33.0,14.0,31.0,22.0,25.285714285714285,23.133333333333333,-0.11764705882352941
2023-11-21,6804,Orasep Gel,Gastrointestinal,32,352.28,11272.96,Tuesday,False,11,Spring,2023,47,24.6,33.3,28.9,68.4,0.0,Spring,23.0,32.0,38.0,23.285714285714285,25.285714285714285,22.933333333333334,0.375
2023-11-22,6804,Orasep Gel,Gastrointestinal,28,352.28,9863.84,Wednesday,False,11,Spring,2023,47,23.1,33.8,28.5,58.7,0.0,Spring,37.0,20.0,13.0,22.0,25.857142857142858,23.433333333333334,-0.23684210526315788
2023-11-25,6804,Orasep Gel,Gastrointestinal,10,352.28,3522.8,Saturday,True,11,Spring,2023,47,19.7,34.1,26.9,67.1,0.0,Spring,11.0,37.0,28.0,21.857142857142858,23.928571428571427,22.833333333333332,-0.08333333333333333
2024-01-14,6804,Orasep Gel,Gastrointestinal,19,352.28,6693.32,Sunday,True,1,Winter,2024,2,11.9,28.7,20.3,66.5,0.0,Winter,24.0,38.0,30.0,21.142857142857142,22.571428571428573,22.466666666666665,-0.2
2024-02-02,6804,Orasep Gel,Gastrointestinal,5,352.28,1761.4,Friday,False,2,Winter,2024,5,17.2,23.4,20.3,56.0,0.0,Winter,11.0,5.0,35.0,20.285714285714285,22.571428571428573,21.466666666666665,-0.5
2024-02-03,6804,Orasep Gel,Gastrointestinal,13,352.28,4579.64,Saturday,True,2,Winter,2024,5,10.1,24.8,17.5,55.5,0.0,Winter,19.0,35.0,9.0,19.428571428571427,21.0,21.6,-0.3
2024-02-04,6804,Orasep Gel,Gastrointestinal,8,352.28,2818.24,Sunday,True,2,Winter,2024,5,15.9,26.6,21.3,52.1,0.0,Winter,29.0,33.0,24.0,16.428571428571427,19.214285714285715,21.066666666666666,-0.7
2024-03-28,6804,Orasep Gel,Gastrointestinal,29,352.28,10216.12,Thursday,False,3,Summer,2024,13,29.1,44.8,36.9,43.8,0.0,Summer,32.0,23.0,26.0,16.0,19.642857142857142,21.166666666666668,-0.09090909090909091
2024-04-08,6804,Orasep Gel,Gastrointestinal,14,352.28,4931.92,Monday,False,4,Summer,2024,15,27.7,36.6,32.2,42.4,0.0,Summer,28.0,37.0,25.0,14.0,18.0,20.8,-0.4827586206896552
2024-04-30,6804,Orasep Gel,Gastrointestinal,32,352.28,11272.96,Tuesday,False,4,Summer,2024,18,31.1,35.0,33.1,34.2,0.0,Summer,10.0,11.0,13.0,17.142857142857142,19.5,21.433333333333334,2.0
2024-07-05,6804,Orasep Gel,Gastrointestinal,15,352.28,5284.2,Friday,False,7,Monsoon,2024,27,26.8,29.1,28.0,74.9,0.0,Monsoon,19.0,24.0,9.0,16.571428571428573,18.857142857142858,21.633333333333333,-0.2
2024-07-14,6804,Orasep Gel,Gastrointestinal,13,352.28,4579.64,Sunday,True,7,Monsoon,2024,28,27.2,31.5,29.3,89.9,3.4,Monsoon,5.0,11.0,16.0,17.714285714285715,19.0,21.533333333333335,1.3333333333333333
2024-07-22,6804,Orasep Gel,Gastrointestinal,34,352.28,11977.52,Monday,False,7,Monsoon,2024,30,25.5,30.7,28.1,78.2,144.5,Monsoon,13.0,19.0,3.0,20.714285714285715,20.071428571428573,22.566666666666666,1.5
2024-08-01,6804,Orasep Gel,Gastrointestinal,47,352.28,16557.16,Thursday,False,8,Monsoon,2024,31,27.8,30.2,29.0,90.8,0.0,Monsoon,8.0,29.0,17.0,26.285714285714285,21.357142857142858,23.566666666666666,4.333333333333333
2024-08-06,6804,Orasep Gel,Gastrointestinal,38,352.28,13386.64,Tuesday,False,8,Monsoon,2024,32,22.7,33.8,28.2,82.0,0.0,Monsoon,29.0,32.0,40.0,27.571428571428573,21.785714285714285,23.5,0.3
2024-09-05,6804,Orasep Gel,Gastrointestinal,31,352.28,10920.68,Thursday,False,9,Monsoon,2024,36,22.9,29.1,26.0,84.1,0.0,Monsoon,14.0,28.0,14.0,30.0,22.0,24.066666666666666,1.1333333333333333
2024-09-09,6804,Orasep Gel,Gastrointestinal,44,352.28,15500.32,Monday,False,9,Monsoon,2024,37,26.7,31.9,29.3,82.8,92.6,Monsoon,32.0,10.0,32.0,31.714285714285715,24.428571428571427,24.466666666666665,0.36363636363636365
2024-09-17,6804,Orasep Gel,Gastrointestinal,25,352.28,8807.0,Tuesday,False,9,Monsoon,2024,38,27.6,31.1,29.4,80.3,125.5,Monsoon,15.0,19.0,20.0,33.142857142857146,24.857142857142858,24.633333333333333,0.625
2024-09-19,6804,Orasep Gel,Gastrointestinal,41,352.28,14443.48,Thursday,False,9,Monsoon,2024,38,26.2,33.9,30.1,76.9,0.0,Monsoon,13.0,5.0,37.0,37.142857142857146,27.428571428571427,24.766666666666666,2.0
2024-09-23,6804,Orasep Gel,Gastrointestinal,40,352.28,14091.2,Monday,False,9,Monsoon,2024,39,22.0,31.7,26.9,87.6,0.0,Monsoon,34.0,13.0,38.0,38.0,29.357142857142858,24.833333333333332,0.17142857142857143
2024-09-25,6804,Orasep Gel,Gastrointestinal,28,352.28,9863.84,Wednesday,False,9,Monsoon,2024,39,23.6,30.1,26.9,72.2,115.4,Monsoon,47.0,8.0,5.0,35.285714285714285,30.785714285714285,25.6,-0.3958333333333333
2024-09-26,6804,Orasep Gel,Gastrointestinal,14,352.28,4931.92,Thursday,False,9,Monsoon,2024,39,27.7,31.3,29.5,70.7,0.0,Monsoon,38.0,29.0,35.0,31.857142857142858,29.714285714285715,24.9,-0.6153846153846154
2024-10-08,6804,Orasep Gel,Gastrointestinal,20,352.28,7045.6,Tuesday,False,10,Spring,2024,41,20.0,30.1,25.1,56.2,0.0,Spring,31.0,14.0,33.0,30.285714285714285,30.142857142857142,24.466666666666665,-0.34375
2024-10-13,6804,Orasep Gel,Gastrointestinal,26,352.28,9159.28,Sunday,True,10,Spring,2024,41,19.4,32.5,26.0,59.5,0.0,Spring,44.0,32.0,23.0,27.714285714285715,29.714285714285715,24.566666666666666,-0.4
2024-11-04,6804,Orasep Gel,Gastrointestinal,22,352.28,7750.16,Monday,False,11,Spring,2024,45,25.0,29.0,27.0,69.3,0.0,Spring,25.0,15.0,37.0,27.285714285714285,30.214285714285715,24.066666666666666,-0.11538461538461539
2024-11-21,6804,Orasep Gel,Gastrointestinal,2,352.28,704.56,Thursday,False,11,Spring,2024,47,22.5,28.4,25.4,70.0,0.0,Spring,41.0,13.0,11.0,21.714285714285715,29.428571428571427,23.766666666666666,-0.9285714285714286
2024-11-24,6804,Orasep Gel,Gastrointestinal,1,352.28,352.28,Sunday,True,11,Spring,2024,47,24.4,34.2,29.3,62.8,0.0,Spring,40.0,34.0,24.0,16.142857142857142,27.071428571428573,23.0,-0.9512195121951219
2024-11-27,6804,Orasep Gel,Gastrointestinal,27,352.28,9511.56,Wednesday,False,11,Spring,2024,48,19.9,28.7,24.3,71.0,0.0,Spring,28.0,47.0,11.0,16.0,25.642857142857142,23.533333333333335,-0.034482758620689655
2024-11-30,6804,Orasep Gel,Gastrointestinal,12,352.28,4227.36,Saturday,True,11,Spring,2024,48,22.5,29.1,25.8,62.3,0.0,Spring,14.0,38.0,19.0,15.714285714285714,23.785714285714285,23.3,-0.13333333333333333
2023-07-31,6812,Osil Capsule,Other,21,492.31,10338.51,Monday,False,7,Monsoon,2023,31,26.1,28.6,27.4,72.1,0.0,Monsoon,24.0,8.0,10.0,16.571428571428573,19.5,16.333333333333332,-0.12
2023-09-09,6812,Osil Capsule,Other,10,492.31,4923.1,Saturday,True,9,Monsoon,2023,36,27.5,34.0,30.8,86.5,75.3,Monsoon,23.0,26.0,13.0,14.714285714285714,18.357142857142858,16.233333333333334,-0.5416666666666666
2023-09-24,6812,Osil Capsule,Other,20,492.31,9846.2,Sunday,True,9,Monsoon,2023,38,27.6,32.0,29.8,83.8,2.4,Monsoon,28.0,3.0,24.0,13.571428571428571,19.571428571428573,16.1,-0.27586206896551724
2023-10-21,6812,Osil Capsule,Other,17,492.31,8369.27,Saturday,True,10,Spring,2023,42,21.8,28.1,25.0,64.5,0.0,Spring,5.0,13.0,6.0,15.285714285714286,19.857142857142858,16.466666666666665,2.0
2023-11-02,6812,Osil Capsule,Other,10,492.31,4923.1,Thursday,False,11,Spring,2023,44,21.7,34.3,28.0,62.0,0.0,Spring,11.0,32.0,5.0,15.142857142857142,18.285714285714285,16.633333333333333,-0.08333333333333333
2023-12-06,6812,Osil Capsule,Other,12,492.31,5907.72,Wednesday,False,12,Winter,2023,49,17.9,28.1,23.0,64.5,0.0,Winter,18.0,25.0,2.0,14.285714285714286,17.357142857142858,16.966666666666665,-0.3157894736842105
2024-01-02,6812,Osil Capsule,Other,27,492.31,13292.37,Tuesday,False,1,Winter,2024,1,17.3,28.1,22.7,52.7,0.0,Winter,10.0,34.0,26.0,16.714285714285715,16.857142857142858,17.0,1.5454545454545454
2024-01-05,6812,Osil Capsule,Other,6,492.31,2953.86,Friday,False,1,Winter,2024,1,15.2,23.5,19.4,68.2,0.0,Winter,21.0,24.0,15.0,14.571428571428571,15.571428571428571,16.7,-0.6818181818181818
2024-01-10,6812,Osil Capsule,Other,28,492.31,13784.68,Wednesday,False,1,Winter,2024,2,15.8,26.7,21.3,68.5,0.0,Winter,10.0,23.0,6.0,17.142857142857142,15.928571428571429,17.433333333333334,1.6363636363636365
2024-01-14,6812,Osil Capsule,Other,3,492.31,1476.93,Sunday,True,1,Winter,2024,2,11.9,28.7,20.3,66.5,0.0,Winter,20.0,28.0,9.0,14.714285714285714,14.142857142857142,17.233333333333334,-0.8095238095238095
2024-01-19,6812,Osil Capsule,Other,24,492.31,11815.44,Friday,False,1,Winter,2024,3,17.1,22.9,20.0,55.5,0.0,Winter,17.0,5.0,8.0,15.714285714285714,15.5,17.766666666666666,0.3888888888888889
2024-03-27,6812,Osil Capsule,Other,19,492.31,9353.89,Wednesday,False,3,Summer,2024,13,31.0,44.5,37.8,48.3,0.0,Summer,10.0,11.0,17.0,17.0,16.071428571428573,17.833333333333332,0.8181818181818182
2024-04-17,6812,Osil Capsule,Other,9,492.31,4430.79,Wednesday,False,4,Summer,2024,16,31.9,41.2,36.6,41.7,0.0,Summer,12.0,18.0,9.0,16.571428571428573,15.428571428571429,17.833333333333332,-0.23076923076923078
2024-04-25,6812,Osil Capsule,Other,18,492.31,8861.58,Thursday,False,4,Summer,2024,17,26.7,36.6,31.7,40.7,0.0,Summer,27.0,10.0,14.0,15.285714285714286,16.0,17.966666666666665,-0.32142857142857145
2024-06-17,6812,Osil Capsule,Other,13,492.31,6400.03,Monday,False,6,Monsoon,2024,25,24.6,34.1,29.4,81.9,94.0,Monsoon,6.0,21.0,28.0,16.285714285714285,15.428571428571429,17.466666666666665,1.0
2024-06-24,6812,Osil Capsule,Other,22,492.31,10830.82,Monday,False,6,Monsoon,2024,26,24.4,31.8,28.1,94.7,56.3,Monsoon,28.0,10.0,27.0,15.428571428571429,16.285714285714285,17.3,-0.20689655172413793
2024-07-11,6812,Osil Capsule,Other,26,492.31,12800.06,Thursday,False,7,Monsoon,2024,28,26.7,31.1,28.9,88.4,2.3,Monsoon,3.0,20.0,8.0,18.714285714285715,16.714285714285715,17.9,5.75
2024-08-26,6812,Osil Capsule,Other,9,492.31,4430.79,Monday,False,8,Monsoon,2024,35,23.4,33.5,28.5,92.0,3.2,Monsoon,24.0,17.0,26.0,16.571428571428573,16.142857142857142,17.333333333333332,-0.6
2024-09-05,6812,Osil Capsule,Other,8,492.31,3938.48,Thursday,False,9,Monsoon,2024,36,22.9,29.1,26.0,84.1,0.0,Monsoon,19.0,10.0,3.0,15.0,16.0,17.5,-0.55
2024-09-09,6812,Osil Capsule,Other,24,492.31,11815.44,Monday,False,9,Monsoon,2024,37,26.7,31.9,29.3,82.8,92.6,Monsoon,9.0,12.0,13.0,17.142857142857142,16.857142857142858,17.866666666666667,1.5
2024-09-19,6812,Osil Capsule,Other,18,492.31,8861.58,Thursday,False,9,Monsoon,2024,38,26.2,33.9,30.1,76.9,0.0,Monsoon,18.0,27.0,32.0,17.142857142857142,16.214285714285715,17.4,0.0
2024-09-23,6812,Osil Capsule,Other,22,492.31,10830.82,Monday,False,9,Monsoon,2024,39,22.0,31.7,26.9,87.6,0.0,Monsoon,13.0,6.0,25.0,18.428571428571427,17.357142857142858,17.3,0.6428571428571429
2024-09-25,6812,Osil Capsule,Other,20,492.31,9846.2,Wednesday,False,9,Monsoon,2024,39,23.6,30.1,26.9,72.2,115.4,Monsoon,22.0,28.0,34.0,18.142857142857142,16.785714285714285,16.833333333333332,-0.08695652173913043
2024-10-07,6812,Osil Capsule,Other,25,492.31,12307.75,Monday,False,10,Spring,2024,41,21.3,32.6,27.0,56.7,0.0,Spring,26.0,3.0,24.0,18.0,18.357142857142858,16.866666666666667,-0.037037037037037035
2024-10-09,6812,Osil Capsule,Other,20,492.31,9846.2,Wednesday,False,10,Spring,2024,41,24.6,30.9,27.7,65.6,0.0,Spring,9.0,24.0,23.0,19.571428571428573,18.071428571428573,16.766666666666666,1.1
2024-10-19,6812,Osil Capsule,Other,15,492.31,7384.65,Saturday,True,10,Spring,2024,42,22.9,33.1,28.0,57.1,0.0,Spring,8.0,19.0,28.0,20.571428571428573,17.785714285714285,16.333333333333332,0.7777777777777778
2024-11-08,6812,Osil Capsule,Other,7,492.31,3446.17,Friday,False,11,Spring,2024,45,19.3,29.9,24.6,62.6,0.0,Spring,24.0,9.0,5.0,18.142857142857142,17.642857142857142,16.4,-0.68
2024-11-13,6812,Osil Capsule,Other,21,492.31,10338.51,Wednesday,False,11,Spring,2024,46,23.7,31.5,27.6,72.8,7.3,Spring,18.0,18.0,11.0,18.571428571428573,17.857142857142858,16.733333333333334,0.15789473684210525
2024-12-04,6812,Osil Capsule,Other,9,492.31,4430.79,Wednesday,False,12,Winter,2024,49,14.4,23.4,18.9,65.7,0.0,Winter,22.0,13.0,18.0,16.714285714285715,17.571428571428573,16.433333333333334,-0.5652173913043478
2024-12-17,6812,Osil Capsule,Other,4,492.31,1969.24,Tuesday,False,12,Winter,2024,51,11.1,24.7,17.9,61.7,0.0,Winter,20.0,22.0,10.0,14.428571428571429,16.285714285714285,16.233333333333334,-0.7619047619047619
2023-05-11,6870,Ovigyn D 3 Tablet SR,Other,5,161.39,806.95,Thursday,False,5,Summer,2023,19,29.7,38.9,34.3,47.3,0.0,Summer,24.0,24.0,14.0,15.285714285714286,16.142857142857142,15.233333333333333,-0.76
2023-06-11,6870,Ovigyn D 3 Tablet SR,Other,21,161.39,3389.19,Sunday,True,6,Monsoon,2023,23,25.7,32.8,29.3,88.6,0.0,Monsoon,19.0,24.0,7.0,15.571428571428571,15.928571428571429,15.7,0.1
2023-06-24,6870,Ovigyn D 3 Tablet SR,Other,12,161.39,1936.68,Saturday,True,6,Monsoon,2023,25,27.6,33.0,30.3,94.9,0.0,Monsoon,17.0,14.0,8.0,14.857142857142858,15.785714285714286,15.833333333333334,-0.2777777777777778
2023-08-03,6870,Ovigyn D 3 Tablet SR,Other,29,161.39,4680.31,Thursday,False,8,Monsoon,2023,31,27.1,29.5,28.3,80.6,17.5,Monsoon,18.0,19.0,28.0,16.428571428571427,16.5,15.866666666666667,0.5789473684210527
2023-08-11,6870,Ovigyn D 3 Tablet SR,Other,11,161.39,1775.29,Friday,False,8,Monsoon,2023,32,24.3,30.6,27.4,93.4,33.5,Monsoon,13.0,27.0,23.0,16.142857142857142,15.357142857142858,15.466666666666667,-0.14285714285714285
2023-08-12,6870,Ovigyn D 3 Tablet SR,Other,12,161.39,1936.68,Saturday,True,8,Monsoon,2023,32,26.5,30.2,28.4,89.0,0.0,Monsoon,20.0,3.0,8.0,15.0,16.0,15.6,-0.38095238095238093
2023-08-16,6870,Ovigyn D 3 Tablet SR,Other,11,161.39,1775.29,Wednesday,False,8,Monsoon,2023,33,26.6,30.7,28.7,83.4,76.1,Monsoon,15.0,8.0,13.0,14.428571428571429,16.214285714285715,15.533333333333333,-0.25
2023-09-06,6870,Ovigyn D 3 Tablet SR,Other,19,161.39,3066.41,Wednesday,False,9,Monsoon,2023,36,25.7,29.0,27.3,73.8,0.0,Monsoon,5.0,24.0,17.0,16.428571428571427,15.857142857142858,15.6,2.3333333333333335
2023-09-14,6870,Ovigyn D 3 Tablet SR,Other,30,161.39,4841.7,Thursday,False,9,Monsoon,2023,37,27.6,30.5,29.1,94.7,85.6,Monsoon,21.0,19.0,21.0,17.714285714285715,16.642857142857142,15.9,0.4090909090909091
2023-09-24,6870,Ovigyn D 3 Tablet SR,Other,6,161.39,968.34,Sunday,True,9,Monsoon,2023,38,27.6,32.0,29.8,83.8,2.4,Monsoon,12.0,17.0,3.0,16.857142857142858,15.857142857142858,16.0,-0.46153846153846156
2023-10-02,6870,Ovigyn D 3 Tablet SR,Other,5,161.39,806.95,Monday,False,10,Spring,2023,40,23.0,28.2,25.6,72.9,12.6,Spring,29.0,18.0,13.0,13.428571428571429,14.928571428571429,15.733333333333333,-0.8
2023-10-21,6870,Ovigyn D 3 Tablet SR,Other,7,161.39,1129.73,Saturday,True,10,Spring,2023,42,21.8,28.1,25.0,64.5,0.0,Spring,11.0,13.0,16.0,12.857142857142858,14.5,15.433333333333334,-0.3333333333333333
2023-10-31,6870,Ovigyn D 3 Tablet SR,Other,16,161.39,2582.24,Tuesday,False,10,Spring,2023,44,18.8,32.8,25.8,64.8,0.0,Spring,12.0,20.0,23.0,13.428571428571429,14.214285714285714,15.2,0.3076923076923077
2023-11-09,6870,Ovigyn D 3 Tablet SR,Other,20,161.39,3227.8,Thursday,False,11,Spring,2023,45,18.6,34.3,26.4,55.5,0.0,Spring,11.0,15.0,17.0,14.714285714285714,14.571428571428571,15.3,0.75
2023-12-10,6870,Ovigyn D 3 Tablet SR,Other,12,161.39,1936.68,Sunday,True,12,Winter,2023,49,10.2,25.6,17.9,68.0,0.0,Winter,19.0,5.0,3.0,13.714285714285714,15.071428571428571,15.6,-0.35
2024-01-16,6870,Ovigyn D 3 Tablet SR,Other,25,161.39,4034.75,Tuesday,False,1,Winter,2024,3,14.2,23.6,18.9,61.6,0.0,Winter,30.0,21.0,7.0,13.0,15.357142857142858,16.2,-0.16129032258064516
2024-02-20,6870,Ovigyn D 3 Tablet SR,Other,17,161.39,2743.63,Tuesday,False,2,Winter,2024,8,14.7,28.0,21.3,66.1,0.0,Winter,6.0,12.0,24.0,14.571428571428571,15.714285714285714,15.966666666666667,1.5714285714285714
2024-03-07,6870,Ovigyn D 3 Tablet SR,Other,15,161.39,2420.85,Thursday,False,3,Summer,2024,10,26.7,37.7,32.2,32.4,0.0,Summer,5.0,29.0,24.0,16.0,14.714285714285714,15.666666666666666,1.6666666666666667
2024-03-17,6870,Ovigyn D 3 Tablet SR,Other,11,161.39,1775.29,Sunday,True,3,Summer,2024,11,26.2,45.0,35.6,35.0,0.0,Summer,7.0,11.0,14.0,16.571428571428573,14.714285714285714,15.566666666666666,0.5
2024-04-10,6870,Ovigyn D 3 Tablet SR,Other,5,161.39,806.95,Wednesday,False,4,Summer,2024,15,28.3,36.8,32.5,40.9,0.0,Summer,16.0,12.0,19.0,15.0,14.214285714285714,15.1,-0.6470588235294118
2024-04-11,6870,Ovigyn D 3 Tablet SR,Other,7,161.39,1129.73,Thursday,False,4,Summer,2024,15,26.9,42.0,34.4,40.5,0.0,Summer,20.0,11.0,27.0,13.142857142857142,13.928571428571429,14.433333333333334,-0.6190476190476191
